Restaurant	Note	Prix	Cuisine	Service	Avis	URL
La Belle Idée - Grenoble	4.0	Positive	Positive	NE	Des mets raffinés et savoureux sont servis dans un cadre cocooning.  Les produits sont vraiment de qualité et cuisinés de façon traditionnelle avec des tarifs abordables.  La taille de l établissement permet de passer un bon moment en toute intimité. A recommander et anticiper pour la réservation .	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r559642310-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Les Terrasses de Lyon - Lyon	3.0	NE	Positive	Négative	"""""""Nous avons dîner hier au restaurant pour la 2 eme fois, cette fois c'était un cadeau pour notre mariage.Cadre superbe, bien installé à nos tables la serveuse nous amène le chariot de champagne je reponds alors """""""" merci pas d'alcool pour moi """""""" et elle me répond """""""" à oui j'ai vu que vous étiez enceinte """""""" Alors non Madame, je ne bois juste pas d'alcool. Cette remarque familière m'a un peu coupé l'appétit et Est pour moi tres déplacée dans un tel établissement... d'autant plus lorsque l'on est pas certains de la grossesse de la personne en face de sois! La meme serveuse sert la coupe de champagne à mon mari et une grosse goûte tombe dans son verre d'eau, oas tres grave Ca arrive mais j'étais deja oas tres a l'aise suite à sa remarque.Dieu merci le repas qui a suivi à ete tres fin, tout etait tres bon et tres bien servi. J'espère que la note un peu sévère permettra un petot briefé à l'équipe sur les remarque dont l'intention etait surement bienveillante mais qui peut être particulièrement blessante !"""""""	https://www.tripadvisor.fr/ShowUserReviews-g187265-d3727154-r674558760-Les_Terrasses_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Brasserie Georges - Lyon	5.0	Positive	Positive	Positive	Cadre exceptionnel  Nourriture classique lyonnaise délicieuse  Service très sympathique ,professionnel, à l’ecoute Rapport qualité prix excellent	https://www.tripadvisor.fr/Restaurant_Review-g187265-d695217-Reviews-or60-Brasserie_Georges-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	2.0	NE	Positive	Négative	Les bon commentaire c’est comme les pourboire et les digestifs ça ne se réclame pas dixit la serveuse. Plutôt bien mangé mais le service laisse à désirer.	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r962200190-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Chalet la Pricaz - Montmin	1.0	NE	NE	Négative	Nous sommes passés à 18h50 pour y boire un verre. Un panneau indiquait « fin de service brasserie » mais des gens se faisaient encore servir sur leur terrasse, nous avons donc tenté notre chance. Mal nous en a pris, nous avons eu un accueil odieux par le personnel installé à table à l’entrée, en train de monter la garde. La serveuse (que l’on semblait déranger en plein repas) nous a dit sur un ton excédé « nous ne servons plus, le panneau ne sert pas à rien ». Très bien, merci pour l’accueil.	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r835469540-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
Le Marrakech - Annecy	3.0	NE	Positive	NE	On y mange super bien avec de belle portion , mais s'il vous plaît une loi es passer pour que l'on puisse rapporté les reste ... Pourquoi ne pas respecter la loi ??? Vous réutiliser les légumes et la semoule ??	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or15-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	5.0	NE	Positive	Positive	Tant au niveau du cadre, du service et de la cuisine, nous avons été très satisfait ! Équipe jeune et sympathique, rapport qualité prix correct. Cadre très agréable entre amis ou en famille avec des enfants.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r583089842-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Les Jardins de Sainte-Cécile - Grenoble	4.0	Négative	Positive	Positive	Nous sommes venus suite à une offre groupon. Bonne expérience visuel et gustative. A noter un petit cafouillage au moment de servir nos plats (erreur sur un de nos plats) mais ça a été vite corrigé.  Les plus : plats de qualité,  personnel accueillant et souriant  Les moins : le prix	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2284818-r362870196-Les_Jardins_de_Sainte_Cecile-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Bistrot André - Grenoble	4.0	NE	Positive	Négative	beau cadre. plats bien travaillés mais service très très long. Nous avons attendu, 20 minutes la prise de commande de l'apéritif , 30 minutes entre la fin du plat principal et la commande du dessert.	https://www.tripadvisor.fr/ShowUserReviews-g187272-d10312929-r967723383-Bistro_Andre-Valence_Drome_Auvergne_Rhone_Alpes.html
L'Entrecôte	3.0	NE	Négative	Négative	On a voulu tester mais au final on n'y remettra plus les pieds. On nous a installé au RDC près de la cuisine, le serveur est arrivé et nous a demandé directement si on connaissait la. formule...on a dit oui mais je lui ai dit on va quand même prendre un apéro. Le serveur prenait ses notes tout en regardant par la fenêtre qui donne sur la rue du mulet. Déjà pas top. La formule plat unique. Entrée salade verte accompagnée de noix. On a du demandé la vinaigrette supplémentaire mais quand on a vu la vinaigrette on a surpris par l'aspect... Faux filet saignant tous les deux ... Les assiettes arrivent et pour nous c'était trop saignant. Horrible le brouhaha qu'il y avait on ne pouvait pas communiquer entre nous. Ensuite dessert. Le dessert était plus copieux que la formule..! On est arrivé à 19h20 sortis de table 20:30... service rapide on ne nous laisse pas vraiment le temps d'apprécier. A la sortie une file d'attente énorme et les personnes allaient attendre au moins 2h. Bref on n'est pas convaincus.	https://www.tripadvisor.fr/Restaurant_Review-g187265-d2075406-Reviews-or240-L_Entrecote-Lyon_Rhone_Auvergne_Rhone_Alpes.html
Le Gratin Dauphinois - Grenoble	4.0	NE	Positive	Positive	Le burger que j'ai mangé était délicieux. L'ambiance du restaurant est très bien. Le deux personnes qui nous accueille sont agréables et sympathique.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r731761143-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	4.0	Négative	Positive	Positive	Le cadre est très agréable et sympa. La nourriture est bonne et les cuisson adapté Le tarif reste un peu cher	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r772454212-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Les 3 Brasseurs - Echirolles	4.0	NE	Neutre	Positive	Il faut le reconnaître que l’accueil est sympas , vous avez le choix entre la viandes les poissons, hamburger et surtout la choucroute et la fameuse flammekueche sans oublier la bière qui est brassée sur place.   Endroit correct	https://www.tripadvisor.fr/ShowUserReviews-g1051968-d4742729-r538504343-Les_3_brasseurs-Echirolles_Isere_Auvergne_Rhone_Alpes.html
Le Gurtlerhoft - Strasbourg	5.0	NE	Positive	NE	Le restaurant dans une cave voûtée est magnifique ; on y mange vraiment de très bons plats. Que dire de plus ?	https://www.tripadvisor.fr/Restaurant_Review-g187075-d794843-Reviews-or45-Le_Gurtlerhoft-Strasbourg_Bas_Rhin_Grand_Est.html
La Belle Idée - Grenoble	5.0	NE	Positive	Positive	Par quoi commencer? La France présente la nourriture comme une religion. À La Petite Idée à Grenoble c’est bien cet esprit qui est représenté. Les plats ont un vrai goût, ils sont fait maison, simples et efficace laissant toujours un bon souvenir. Le cadre est chaleureux. Le service impeccable, agréable et bienveillant. Pour couronner le tout, le vin accompagne les plats, ni trop ni trop peu. Enfin le patron, Guillaume, sait mettre à l’aise ses convives. Merci nous y venons et nous y reviendrons et nous le conseillons.  José-Luis	https://www.tripadvisor.fr/ShowUserReviews-g187264-d2222187-r816579912-La_Belle_Idee-Grenoble_Isere_Auvergne_Rhone_Alpes.html
La veyrie - Bernin	4.0	Positive	Positive	Positive	Un restaurant de qualité où l'on est fort bien accueilli dans un cadre sympathique. Une bonne carte, des prix abordables, un service chaleureux. L'idéal pour un tête-à-tête, en terrasse l'été...	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r653845956-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Les Grands Buffets - Narbonne	4.0	Négative	Positive	Négative	Deuxième fois dans ce restaurant magnifique, mais deux fois en 7 ans n'est pas assez!  Salle privée avec un groupe de 10 amis en total.  Petit bémol - suggestion de prendre apéro au bar 'So British' à coté du bowling pour sauter le queue n'étais pas le bon conseils dans les courriels de GB avant notre arrivée.  Beaucoup de gens dans le bar, on a attendu au moins 10 minutes avant de parler de quelqu'un, et puis on a dû attendre devant l'entrée principale pour un autre 10 à 15 minutes...pas un bon commencement!  Néanmoins, depuis le moment Chloé nous a mené à la salle Max Le Verrier et nous avons rencontré Bruno, notre serveur dédié, Les Grands Buffets ont regagné tous leurs charmes!  Nourriture vraiment au top - je cite en particulier les foie gras, le canard au sang et le lièvre à la Royale. Excellent moment!	https://www.tripadvisor.fr/ShowUserReviews-g187155-d1903797-r952398013-Les_Grands_Buffets-Narbonne_Aude_Occitanie.html
Le Gratin Dauphinois - Grenoble	2.0	Négative	Négative	NE	Nous adorions ce restaurant il y’a quelques années et avions hâte d’y retourner manger.  Surprise en arrivant,  la carte n’est pas celle annoncée sur internet. Le prix des bières est élevé ( + que sur le bord de mer ! )  Concernant le plat, les gratins de ravioles sont très bons mais vraiment trop petits, ainsi que les « planches » de charcuteries et fromages sont minuscules ( 1 tranche de rosette, 1/2 de jambon blanc et une bouchée de caillette, 3 minis triangles de fromages) ce qui étonne en comparaison des quantités d’avant. Sans exagération nous avions encore faim à la fin du repas.   Les desserts étaient bons sauf les cheesecake qui n’avaient pas vraiment t de goût et surtout une consistance très ferme.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d9856054-r2047-Le_Gratin_Dauphinois-Grenoble_Isere_Auvergne_Rhone_Alpes.html
"""""""Chateau de la commanderie - Grenoble"""""""	4.0	Négative	Positive	Négative	"""""""Nous avons passé 2 jours dans cet hotel, ayant opté pour une formule """"""""Spa - Templiers"""""""" vendue en ligne. Le spa est agréable et de bonne facture mais le poids de l'âge commence a s'y ressentir. Un petit raffraichissement serait le bienvenu, tout particulièrement au jacuzzi dont les commandes ne fonctionnent plus."""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g672838-d1025014-r165322806-Chateau_de_la_Commanderie-Eybens_Grenoble_Isere_Auvergne_Rhone_Alpes.html"""""""
La veyrie - Bernin	4.0	NE	Positive	Positive	repas spécial pour un anniversaire de mariage ( noces de diamant = 60 ans ) La salle nous était réservée après un apéritif en terrasse. Le décor était soigné, la cuisine aussi et le personnel aux petits soins.	https://www.tripadvisor.fr/ShowUserReviews-g858498-d8263818-r565005824-La_Veyrie-Bernin_Isere_Auvergne_Rhone_Alpes.html
Shunbun - Grenoble	2.0	NE	Négative	Négative	La serveuse au piercing pas aimable du tout .  Rien d exceptionnel même gamme Que d autres restaurants japonais grenoblois je préfère de loin little sushi rue Condorcet	https://www.tripadvisor.fr/ShowUserReviews-g187264-d5443596-r646523432-Shunbun-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Bombay	4.0	Neutre	NE	NE	Resto super connu des Grenoblois, l'endroit où aller si vous souhaiter tester la nourriture indienne à prix modéré.  Attention par contre à réserver à l'avance, c'est toujours complet.	https://www.tripadvisor.fr/ShowUserReviews-g187264-d795433-r711151356-Le_Bombay-Grenoble_Isere_Auvergne_Rhone_Alpes.html
Le Marrakech - Annecy	1.0	Négative	Négative	NE	Très déçu !!!  La plus part des plats sont surgeler !! Et très chère !! Le patron de l établissement est un voleur !!! Vérifier bien votre note au moment de l addition  À ne surtout pas tester, a bonne entendeur	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or135-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Le Chalet Restaurant - Annecy	3.0	Négative	Positive	Négative	Les produits sont de qualité par contre tout a été gâché par le côté expéditif …arrivés à 19h15…tout était fini à 20h15…le serveur installe les assiettes alors que notre apéritif (très cher 13 euros le spritz ) était à peine servi…ne souhaitant pas de dessert …notre table a été débarrassé à la va-vite…attention messieurs et dames du restaurant le Chalet…vos clients ne sont pas que des pompes à fric…déception	https://www.tripadvisor.fr/ShowUserReviews-g187260-d5799201-r923983823-Le_Chalet_Restaurant-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
"""""""Chateau de la commanderie - Grenoble"""""""	4.0	Positive	Positive	Positive	"""""""Il y a des avantages et des inconvénients de cet hôtel, dont je vais liste ci-dessous. Mais généralement speeking le château lui-même est très beau, les chambres sont confortables avec une grande variété de meubles de différentes époques dépareillés qui rend tout simplement que peu plus chaleureux. Je suis allée seule cette fois, mais pourrait envisager de prendre ma famille ici en été avec la piscine extérieure. Le restaurant est fantastique, la nourriture est excellente !"""""""	"""""""https://www.tripadvisor.fr/ShowUserReviews-g672838-d1025014-r161488341-Chateau_de_la_Commanderie-Eybens_Grenoble_Isere_Auvergne_Rhone_Alpes.html"""""""
Le Marrakech - Annecy	4.0	NE	NE	NE	Juste à côté vous avez la possibilité de prendre votre couscous à emporter pour passer un agréable moment en famille ou entre amis sans avoir eu à cuisiner.	https://www.tripadvisor.fr/Restaurant_Review-g187260-d1992149-Reviews-or165-Le_Marrakech-Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html
Les Terrasses Poulard - Le Mont-Saint-Michel	2.0	Négative	Négative	Négative	Je suis mal à l'aise pour le personnel de ce restaurant (principalement les serveurs) qui sont obligé de servir des plats aussi peu savoureux et chers...  L'entrée (salade normande) était plutôt bonne, mais que dire du reste... Viande bovine caouchouteuse, agneau super gras, sauté de volaille à la normande sans goût et viande sèche. Nous n'avons pas fini nos assiettes, ce qui n'est pas du tout notre genre, on est plutôt tolérants ... Mais là, servir des plats pareils à un prix aussi exorbitant...!!!  Je ne m'attendais pas à manger un repas super savoureux, mais au moins mangeable... J'espère que ce restaurant va s'amélioré gustativement parlant. Par ailleurs jolie vue sur la baie malgré la saleté des vitres	https://www.tripadvisor.fr/ShowUserReviews-g196646-d3506371-r850668104-Les_Terrasses_Poulard-Mont_Saint_Michel_Manche_Basse_Normandie_Normandy.html
Chalet la Pricaz - Montmin	5.0	NE	Positive	Positive	Après une belle randonnée, repas pris sur la terrasse fin décembre Vin chaud excellent, reblonchonnade idem, tartiflette copieuse et entrecôte succulente, des serveurs super gentils Bref avons passé un très agréable moment pour des prix plus que raisonnable A recommander sans hésitation	https://www.tripadvisor.fr/ShowUserReviews-g3528948-d3291536-r873172441-Chalet_la_Pricaz-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html
La Ferme à Dédé - Grenoble	5.0	NE	Positive	Positive	Super accueil, très bien mangé (plat copieux) menu enfant très bien adapté. Décoration et ambiance très sympathique. À mon avis il est préférable de réserver !	https://www.tripadvisor.fr/ShowUserReviews-g187264-d718658-r908591396-La_Ferme_a_Dede_Grenoble_Centre-Grenoble_Isere_Auvergne_Rhone_Alpes.html
